Number	|	Question	|	Answer	|	Step 1	|	Step 2	|	Step 3	|	Step 4	|	Step 5	|	Type	|	Skill	|	Grade
	|	What is  996 divided by  6 equal to?	|	996 divided by  6 is equal to 166 with a remainder of 0	|	"The first digit of the dividend, 9,  is divisible by 6, as 6 times 1 equals 6, which when subtracted leaves a remainder of 3"	|	"Then take the remainder from the first step, 3 , and the next digit from the dividend, which, together, gives you 39 which is divisible by 6, as 6 times 6 equals 36, which when subtracted leaves a remainder of 3"	|	"Then take the remainder from the second step, 3, and the next digit from the dividend, which, together, gives you 36 which is divisible by 6, as 6 times 6 equals 36, which when subtracted leaves a remainder of 0"	|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  569 divided by  7 equal to?	|	569 divided by  7 is equal to 81 with a remainder of 2	|	"The first two digits of the dividend, 56,  are divisible by 7, as 7 times 8 equals 56, which when subtracted leaves a remainder of 0"	|	"Then take the remainder from the first step, 0 , and the next digit from the dividend, which, together, gives you 9 which is divisible by 7, as 7 times 1 equals 7, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  677 divided by  11 equal to?	|	677 divided by  11 is equal to 61 with a remainder of 6	|	"The first two digits of the dividend, 67,  are divisible by 11, as 11 times 6 equals 66, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 17 which is divisible by 11, as 11 times 1 equals 11, which when subtracted leaves a remainder of 6"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  263 divided by  12 equal to?	|	263 divided by  12 is equal to 21 with a remainder of 11	|	"The first two digits of the dividend, 26,  are divisible by 12, as 12 times 2 equals 24, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 23 which is divisible by 12, as 12 times 1 equals 12, which when subtracted leaves a remainder of 11"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  911 divided by  3 equal to?	|	911 divided by  3 is equal to 303 with a remainder of 2	|	"The first digit of the dividend, 9,  is divisible by 3, as 3 times 3 equals 9, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 1 is not divisible by 3,  you need to add a zero to the quotient, and 1 becomes the remainder, and move to the next step"	|	"Then take the remainder from the second step, 1, and the next digit from the dividend, which, together, gives you 11 which is divisible by 3, as 3 times 3 equals 9, which when subtracted leaves a remainder of 2"	|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  347 divided by  8 equal to?	|	347 divided by  8 is equal to 43 with a remainder of 3	|	"The first two digits of the dividend, 34,  are divisible by 8, as 8 times 4 equals 32, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 27 which is divisible by 8, as 8 times 3 equals 24, which when subtracted leaves a remainder of 3"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  937 divided by  11 equal to?	|	937 divided by  11 is equal to 85 with a remainder of 2	|	"The first two digits of the dividend, 93,  are divisible by 11, as 11 times 8 equals 88, which when subtracted leaves a remainder of 5"	|	"Then take the remainder from the first step, 5 , and the next digit from the dividend, which, together, gives you 57 which is divisible by 11, as 11 times 5 equals 55, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  186 divided by  8 equal to?	|	186 divided by  8 is equal to 23 with a remainder of 2	|	"The first two digits of the dividend, 18,  are divisible by 8, as 8 times 2 equals 16, which when subtracted leaves a remainder of 2"	|	"Then take the remainder from the first step, 2 , and the next digit from the dividend, which, together, gives you 26 which is divisible by 8, as 8 times 3 equals 24, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  241 divided by  12 equal to?	|	241 divided by  12 is equal to 20 with a remainder of 1	|	"The first two digits of the dividend, 24,  are divisible by 12, as 12 times 2 equals 24, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 1 is not divisible by 12,  you need to add a zero to the quotient, and 1 becomes the remainder, and move to the next step"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  391 divided by  8 equal to?	|	391 divided by  8 is equal to 48 with a remainder of 7	|	"The first two digits of the dividend, 39,  are divisible by 8, as 8 times 4 equals 32, which when subtracted leaves a remainder of 7"	|	"Then take the remainder from the first step, 7 , and the next digit from the dividend, which, together, gives you 71 which is divisible by 8, as 8 times 8 equals 64, which when subtracted leaves a remainder of 7"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  563 divided by  10 equal to?	|	563 divided by  10 is equal to 56 with a remainder of 3	|	"The first two digits of the dividend, 56,  are divisible by 10, as 10 times 5 equals 50, which when subtracted leaves a remainder of 6"	|	"Then take the remainder from the first step, 6 , and the next digit from the dividend, which, together, gives you 63 which is divisible by 10, as 10 times 6 equals 60, which when subtracted leaves a remainder of 3"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  827 divided by  4 equal to?	|	827 divided by  4 is equal to 206 with a remainder of 3	|	"The first digit of the dividend, 8,  is divisible by 4, as 4 times 2 equals 8, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 2 is not divisible by 4,  you need to add a zero to the quotient, and 2 becomes the remainder, and move to the next step"	|	"Then take the remainder from the second step, 2, and the next digit from the dividend, which, together, gives you 27 which is divisible by 4, as 4 times 6 equals 24, which when subtracted leaves a remainder of 3"	|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  892 divided by  5 equal to?	|	892 divided by  5 is equal to 178 with a remainder of 2	|	"The first digit of the dividend, 8,  is divisible by 5, as 5 times 1 equals 5, which when subtracted leaves a remainder of 3"	|	"Then take the remainder from the first step, 3 , and the next digit from the dividend, which, together, gives you 39 which is divisible by 5, as 5 times 7 equals 35, which when subtracted leaves a remainder of 4"	|	"Then take the remainder from the second step, 4, and the next digit from the dividend, which, together, gives you 42 which is divisible by 5, as 5 times 8 equals 40, which when subtracted leaves a remainder of 2"	|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  607 divided by  8 equal to?	|	607 divided by  8 is equal to 75 with a remainder of 7	|	"The first two digits of the dividend, 60,  are divisible by 8, as 8 times 7 equals 56, which when subtracted leaves a remainder of 4"	|	"Then take the remainder from the first step, 4 , and the next digit from the dividend, which, together, gives you 47 which is divisible by 8, as 8 times 5 equals 40, which when subtracted leaves a remainder of 7"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  464 divided by  8 equal to?	|	464 divided by  8 is equal to 58 with a remainder of 0	|	"The first two digits of the dividend, 46,  are divisible by 8, as 8 times 5 equals 40, which when subtracted leaves a remainder of 6"	|	"Then take the remainder from the first step, 6 , and the next digit from the dividend, which, together, gives you 64 which is divisible by 8, as 8 times 8 equals 64, which when subtracted leaves a remainder of 0"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  94 divided by  11 equal to?	|	94 divided by  11 is equal to 8 with a remainder of 6	|	"The first two digits of the dividend, 94,  are divisible by 11, as 11 times 8 equals 88, which when subtracted leaves a remainder of 6"	|		|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  769 divided by  3 equal to?	|	769 divided by  3 is equal to 256 with a remainder of 1	|	"The first digit of the dividend, 7,  is divisible by 3, as 3 times 2 equals 6, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 16 which is divisible by 3, as 3 times 5 equals 15, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the second step, 1, and the next digit from the dividend, which, together, gives you 19 which is divisible by 3, as 3 times 6 equals 18, which when subtracted leaves a remainder of 1"	|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  901 divided by  10 equal to?	|	901 divided by  10 is equal to 90 with a remainder of 1	|	"The first two digits of the dividend, 90,  are divisible by 10, as 10 times 9 equals 90, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 1 is not divisible by 10,  you need to add a zero to the quotient, and 1 becomes the remainder, and move to the next step"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  544 divided by  7 equal to?	|	544 divided by  7 is equal to 77 with a remainder of 5	|	"The first two digits of the dividend, 54,  are divisible by 7, as 7 times 7 equals 49, which when subtracted leaves a remainder of 5"	|	"Then take the remainder from the first step, 5 , and the next digit from the dividend, which, together, gives you 54 which is divisible by 7, as 7 times 7 equals 49, which when subtracted leaves a remainder of 5"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  892 divided by  11 equal to?	|	892 divided by  11 is equal to 81 with a remainder of 1	|	"The first two digits of the dividend, 89,  are divisible by 11, as 11 times 8 equals 88, which when subtracted leaves a remainder of 1"	|	"Then take the remainder from the first step, 1 , and the next digit from the dividend, which, together, gives you 12 which is divisible by 11, as 11 times 1 equals 11, which when subtracted leaves a remainder of 1"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  779 divided by  8 equal to?	|	779 divided by  8 is equal to 97 with a remainder of 3	|	"The first two digits of the dividend, 77,  are divisible by 8, as 8 times 9 equals 72, which when subtracted leaves a remainder of 5"	|	"Then take the remainder from the first step, 5 , and the next digit from the dividend, which, together, gives you 59 which is divisible by 8, as 8 times 7 equals 56, which when subtracted leaves a remainder of 3"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  180 divided by  6 equal to?	|	180 divided by  6 is equal to 30 with a remainder of 0	|	"The first two digits of the dividend, 18,  are divisible by 6, as 6 times 3 equals 18, which when subtracted leaves a remainder of 0"	|	"Then, as the remainder was 0 which, taken together with the next digit, equals 0 is not divisible by 6,  you need to add a zero to the quotient, and 0 becomes the remainder, and move to the next step"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  711 divided by  9 equal to?	|	711 divided by  9 is equal to 79 with a remainder of 0	|	"The first two digits of the dividend, 71,  are divisible by 9, as 9 times 7 equals 63, which when subtracted leaves a remainder of 8"	|	"Then take the remainder from the first step, 8 , and the next digit from the dividend, which, together, gives you 81 which is divisible by 9, as 9 times 9 equals 81, which when subtracted leaves a remainder of 0"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  128 divided by  6 equal to?	|	128 divided by  6 is equal to 21 with a remainder of 2	|	"The first two digits of the dividend, 12,  are divisible by 6, as 6 times 2 equals 12, which when subtracted leaves a remainder of 0"	|	"Then take the remainder from the first step, 0 , and the next digit from the dividend, which, together, gives you 8 which is divisible by 6, as 6 times 1 equals 6, which when subtracted leaves a remainder of 2"	|		|		|		|	LONG DIVISION	|	DIVISION	|	5
	|	What is  828 divided by  2 equal to?	|	828 divided by  2 is equal to 414 with a remainder of 0	|	"The first digit of the dividend, 8,  is divisible by 2, as 2 times 4 equals 8, which when subtracted leaves a remainder of 0"	|	"Then take the remainder from the first step, 0 , and the next digit from the dividend, which, together, gives you 2 which is divisible by 2, as 2 times 1 equals 2, which when subtracted leaves a remainder of 0"	|	"Then take the remainder from the second step, 0, and the next digit from the dividend, which, together, gives you 8 which is divisible by 2, as 2 times 4 equals 8, which when subtracted leaves a remainder of 0"	|		|		|	LONG DIVISION	|	DIVISION	|	5
