
Tempplate Number	|	Question	|	Answer	|	Step 1	| Q D D R M,	Step 2	|	Step 3	|	Step 4	|	Step 5	|	Type	|	Skill	|	Grade
11	|	"Each child has 3 mauve coloured pencils. If there are 4 children, how many mauve coloured pencils are there in total?"	|	There are 12 mauve coloured pencils in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 3 lemons. If there are 8 children, how many lemons are there in total?"	|	There are 24 lemons in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
9	|	"Una played in 89 basketball games this year. Last year, she played in 4 games. How many basketball games did she play in total?"	|	Una played in a total of 93 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
6	|	"if Shem took photos of 27 animals,  and 7 were frogs, then how many kittens did he take photos of?"	|	Shem took photos of 13 kittens	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 9 cyan coloured pencils. If there are 1 children, how many cyan coloured pencils are there in total?"	|	There are 9 cyan coloured pencils in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
12	|	at the grocery store there are 14 tangerines. If we remove 13 of the tangerines how many tangerines would we have left?	|	There would be  1 tangerines left at the grocery store.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
5	|	"If Gregg has 0 , and gives Reagen 0 of his , then how many  does he have left?"	|	Gregg has 0  left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
3	|	"if Deneen took photos of 7 lions, and Curtice took photos of 4 hippopotamii, then how many wild animals did they take photos of altogether?"	|	"Together,  Deneen and Curtice took photos of 11 wild animals"	|		|		|		|		|		|	Word Problem	|	addition	|	3
12	|	in the desk there are 49 jade coloured pencils. If we remove 44 of the jade coloured pencils how many jade coloured pencils would we have left?	|	There would be  5 jade coloured pencils left in the desk.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
12	|	in the drawer there are 49 folders. If we remove 21 of the folders how many folders would we have left?	|	There would be  28 folders left in the drawer.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 10 chickens. If there are 6 children, how many chickens are there in total?"	|	There are 60 chickens in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
3	|	"if Nev had 48 cyan coloured pencils, and Augy had 37 cyan coloured pencils, then how many pencils did they have altogether?"	|	"Together,  Nev and Augy had 85 pencils"	|		|		|		|		|		|	Word Problem	|	addition	|	3
6	|	"if Rowland had 96 markers,  and 48 were brown coloured markers, then how many cerise coloured markers did he have?"	|	Rowland had 0 cerise coloured markers	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
6	|	"if Chaya saw 13 insects,  and 11 were snails, then how many moths did she see?"	|	Chaya saw 9 moths	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
6	|	"if Trueman took photos of 24 animals,  and 4 were squirrels, then how many cats did he take photos of?"	|	Trueman took photos of 16 cats	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 5 currant. If there are 1 children, how many currant are there in total?"	|	There are 5 currant in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
4	|	"If Aluin has 2 maroon coloured pencils, and Sutton gives him 35 maroon coloured pencils, then how many maroon coloured pencils does he have altogether?"	|	Aluin has a total of 37 maroon coloured pencils	|		|		|		|		|		|	Word Problem	|	addition	|	3
6	|	"if Rudie fed 16 farm animals,  and 10 were cows, then how many horses did he feed?"	|	Rudie fed 4 horses	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
4	|	"If Hershel has 10 turtles, and Annabel gives him 15 turtles, then how many turtles does he have altogether?"	|	Hershel has a total of 25 turtles	|		|		|		|		|		|	Word Problem	|	addition	|	3
11	|	"Each child has 7 bugs. If there are 4 children, how many bugs are there in total?"	|	There are 28 bugs in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 3 pepper. If there are 1 children, how many pepper are there in total?"	|	There are 3 pepper in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
7	|	"Alice played in 12 hockey games this year. Last year, she played in 5 games. How many hockey games did she play in total?"	|	Alice played in a total of 17 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 9 puppies. If there are 7 children, how many puppies are there in total?"	|	There are 63 puppies in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 8 strawberries. If there are 3 children, how many strawberries are there in total?"	|	There are 24 strawberries in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
7	|	"Yuri played in 32 hockey games this year. Last year, he played in 3 games. How many hockey games did he play in total?"	|	Yuri played in a total of 35 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
6	|	"if Jeffy fed 39 animals,  and 19 were squirrels, then how many frogs did he feed?"	|	Jeffy fed 1 frogs	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
3	|	"if Katina fed 15 owls, and Joshua fed 14 cats, then how many animals did they feed altogether?"	|	"Together,  Katina and Joshua fed 29 animals"	|		|		|		|		|		|	Word Problem	|	addition	|	3
7	|	"Alverta played in 59 hockey games this year. Last year, she played in 62 games. How many hockey games did she play in total?"	|	Alverta played in a total of 121 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
8	|	"Kiesha played in 45 soccer games this year. Last year, she played in 96 games. How many soccer games did she play in total?"	|	Kiesha played in a total of 141 soccer games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
3	|	"if Katelyn placed 11 pair of shoes, and Locke placed 19 leggings, then how many clothes did they put altogether?"	|	"Together,  Katelyn and Locke placed 30 clothes"	|		|		|		|		|		|	Word Problem	|	addition	|	3
9	|	"Germain played in 22 basketball games this year. Last year, he played in 33 games. How many basketball games did he play in total?"	|	Germain played in a total of 55 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
10	|	"if Rossy saw 28 farm animals on the farm and 18 were donkeys, then how many pigs did he see on the farm?"	|	Rossy saw 8 pigs	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 7 crimson coloured pencils. If there are 4 children, how many crimson coloured pencils are there in total?"	|	There are 28 crimson coloured pencils in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 2 violet coloured pencils. If there are 2 children, how many violet coloured pencils are there in total?"	|	There are 4 violet coloured pencils in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 6 flies. If there are 7 children, how many flies are there in total?"	|	There are 42 flies in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
3	|	"if Ruthie had 539 strawberries, and Edvard had 249 elderberries, then how many fruit did they have altogether?"	|	"Together,  Ruthie and Edvard had 788 fruit"	|		|		|		|		|		|	Word Problem	|	addition	|	3
12	|	in the desk there are 39 yellow coloured pencils. If we remove 7 of the yellow coloured pencils how many yellow coloured pencils would we have left?	|	There would be  32 yellow coloured pencils left in the desk.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 11 tangerines. If there are 8 children, how many tangerines are there in total?"	|	There are 88 tangerines in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
4	|	"If Jed has 6 lemon coloured markers, and Nena gives him 49 lemon coloured markers, then how many lemon coloured markers does he have altogether?"	|	Jed has a total of 55 lemon coloured markers	|		|		|		|		|		|	Word Problem	|	addition	|	3
3	|	"if Mickie fed 11 dogs, and Cassius fed 18 ducks, then how many animals did they feed altogether?"	|	"Together,  Mickie and Cassius fed 29 animals"	|		|		|		|		|		|	Word Problem	|	addition	|	3
12	|	in the desk there are 32 black coloured crayons. If we remove 26 of the black coloured crayons how many black coloured crayons would we have left?	|	There would be  6 black coloured crayons left in the desk.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 7 sheep. If there are 4 children, how many sheep are there in total?"	|	There are 28 sheep in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
9	|	"Melida played in 38 basketball games this year. Last year, she played in 5 games. How many basketball games did she play in total?"	|	Melida played in a total of 43 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
3	|	"if Magaret placed 22 silver coloured pencils, and Gibby placed 3 carmine coloured pencils, then how many pencils did they put altogether?"	|	"Together,  Magaret and Gibby placed 25 pencils"	|		|		|		|		|		|	Word Problem	|	addition	|	3
11	|	"Each child has 4 lime coloured crayons. If there are 8 children, how many lime coloured crayons are there in total?"	|	There are 32 lime coloured crayons in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
6	|	"if Welch fed 18 farm animals,  and 3 were cows, then how many goats did he feed?"	|	Welch fed 12 goats	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
4	|	"If Coletta has 22 red coloured markers, and Virgil gives her 29 red coloured markers, then how many red coloured markers does she have altogether?"	|	Coletta has a total of 51 red coloured markers	|		|		|		|		|		|	Word Problem	|	addition	|	3
12	|	at the farm there are 625 elderberries. If we remove 242 of the elderberries how many elderberries would we have left?	|	There would be  383 elderberries left at the farm.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
12	|	at the farm there are 606 tomato. If we remove 573 of the tomato how many tomato would we have left?	|	There would be  33 tomato left at the farm.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
10	|	"if Fay had 50 markers in the desk and 21 were brown coloured markers, then how many ivory coloured markers did she have in the desk?"	|	Fay had 8 ivory coloured markers	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
9	|	"Gaye played in 52 basketball games this year. Last year, she played in 64 games. How many basketball games did she play in total?"	|	Gaye played in a total of 116 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
10	|	"if Johanne sold 1296 fruit at the farm and 388 were strawberries, then how many chili did she sell at the farm?"	|	Johanne sold 520 chili	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
7	|	"Grove played in 32 hockey games this year. Last year, he played in 63 games. How many hockey games did he play in total?"	|	Grove played in a total of 95 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
3	|	"if Gaston counted 9 snails, and Lise counted 5 snails, then how many insects did they count altogether?"	|	"Together,  Gaston and Lise counted 14 insects"	|		|		|		|		|		|	Word Problem	|	addition	|	3
5	|	"If Erika has 51 ocher coloured markers, and gives Dukey 37 of her ocher coloured markers, then how many ocher coloured markers does she have left?"	|	Erika has 14 ocher coloured markers left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 4 scarlet coloured markers. If there are 6 children, how many scarlet coloured markers are there in total?"	|	There are 24 scarlet coloured markers in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 2 beetles. If there are 1 children, how many beetles are there in total?"	|	There are 2 beetles in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
11	|	"Each child has 2 chili. If there are 4 children, how many chili are there in total?"	|	There are 8 chili in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
7	|	"Phillis played in 35 hockey games this year. Last year, she played in 39 games. How many hockey games did she play in total?"	|	Phillis played in a total of 74 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
7	|	"Jason played in 87 hockey games this year. Last year, she played in 3 games. How many hockey games did she play in total?"	|	Jason played in a total of 90 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 5 rabbits. If there are 9 children, how many rabbits are there in total?"	|	There are 45 rabbits in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
5	|	"If Gard has 332 pepper, and gives Oren 325 of his pepper, then how many pepper does he have left?"	|	Gard has 7 pepper left.	|		|		|		|		|		|	Word Problem	|	subtraction	|	3
11	|	"Each child has 3 swimsuit. If there are 3 children, how many swimsuit are there in total?"	|	There are 9 swimsuit in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
7	|	"Tonda played in 32 hockey games this year. Last year, she played in 85 games. How many hockey games did she play in total?"	|	Tonda played in a total of 117 hockey games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
11	|	"Each child has 3 redcurrant. If there are 9 children, how many redcurrant are there in total?"	|	There are 27 redcurrant in total.	|		|		|		|		|		|	Word Problem	|	multiplication	|	3
9	|	"Patrica played in 9 basketball games this year. Last year, she played in 70 games. How many basketball games did she play in total?"	|	Patrica played in a total of 79 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
9	|	"Cary played in 16 basketball games this year. Last year, she played in 95 games. How many basketball games did she play in total?"	|	Cary played in a total of 111 basketball games. 	|		|		|		|		|		|	Word Problem	|	addition	|	2
